viewer_id,category,device_type,time_of_day,country,upload_day_of_week,watch_time_ratio,sentiment_score,likes_ratio,comment_count,shares,replay_count,video_length_min,subscriber_before,notification_clicked,commented,shared,session_depth,random_noise,thumbnail_hue,recommended
V01641,Tech Reviews,Mobile,Evening,BR,Tue,0.6718,0.253,0.164,7,0,0,20,1,0,1,0,3,-0.0027,321,0
V01642,Vlogs,Desktop,Afternoon,CA,Sat,0.3259,0.7606,0.0279,20,1,1,20,0,0,1,1,5,-0.7702,62,1
V01643,Music,Desktop,Afternoon,US,Sat,0.702,-0.3212,0.0564,3,0,0,30,0,1,1,0,1,0.5915,211,1
V01644,Gaming,Mobile,Evening,IN,Fri,0.4576,-0.0047,0.0778,3,0,0,30,1,0,1,0,3,0.9212,214,1
V01645,Tech Reviews,TV,Evening,IN,Sun,0.6423,0.1841,0.25,14,2,1,20,0,0,1,1,4,-0.6272,286,0
V01646,Gaming,Desktop,Evening,US,Tue,0.5601,1.0,0.173,9,0,0,20,0,0,1,0,3,0.0863,108,1
V01647,Tech Reviews,TV,Morning,US,Tue,0.6327,-0.1268,0.0717,2,6,1,15,1,0,1,1,2,1.0468,26,1
V01648,Tech Reviews,Desktop,Evening,US,Wed,0.5104,-0.3688,0.25,3,0,0,12,1,0,1,0,1,-1.1788,276,1
V01649,Music,Mobile,Afternoon,US,Wed,0.6311,-0.2689,0.0178,9,3,1,15,0,1,1,1,4,-0.1678,242,0
V01650,Gaming,Mobile,Afternoon,UK,Sat,0.8343,0.6244,0.1489,2,1,0,15,0,0,1,1,1,0.8208,187,1
V01651,Education,Mobile,Evening,IN,Sat,0.778,0.0542,0.25,7,0,2,20,0,0,1,0,5,-1.0218,195,1
V01652,Education,TV,Afternoon,US,Thu,0.7337,0.2195,0.25,2,2,1,10,0,0,1,1,3,0.126,299,1
V01653,Education,Desktop,Evening,CA,Wed,0.4579,0.5699,0.25,3,0,0,10,0,0,1,0,2,-0.539,40,1
V01654,Gaming,Desktop,Afternoon,IN,Sat,0.3213,0.2199,0.25,8,3,1,15,1,1,1,1,3,-0.711,207,1
V01655,Comedy,Mobile,Evening,US,Tue,0.3884,0.3576,0.25,15,3,2,60,0,0,1,1,4,-0.6993,45,1
V01656,Vlogs,Mobile,Evening,US,Mon,0.402,0.4834,0.1145,9,2,3,12,0,1,1,1,5,-1.3429,176,1
V01657,Education,Desktop,Afternoon,US,Wed,0.8091,0.1163,0.25,8,2,2,8,1,0,1,1,9,-2.2264,94,1
V01658,Education,Mobile,Afternoon,UK,Wed,0.7679,0.2168,0.25,13,1,0,15,0,0,1,1,3,-0.9607,342,1
V01659,Vlogs,Mobile,Night,US,Sun,0.8353,0.3719,0.25,4,1,0,15,1,0,1,1,1,0.4087,75,1
V01660,Music,Desktop,Evening,UK,Mon,0.2449,0.6099,0.25,9,0,1,30,1,0,1,0,6,-0.9838,253,1
V01661,Vlogs,Mobile,Evening,IN,Thu,0.6498,-0.0211,0.25,5,1,0,30,0,0,1,1,4,-0.454,129,1
V01662,Comedy,Mobile,Morning,IN,Thu,0.7472,-0.8678,0.215,0,0,1,10,1,0,0,0,4,-1.38,92,1
V01663,Vlogs,Mobile,Evening,US,Sat,0.7625,0.5382,0.1773,8,0,1,5,1,0,1,0,9,0.1361,118,1
V01664,Comedy,Mobile,Evening,UK,Sat,0.8462,0.6325,0.0907,7,0,1,20,1,0,1,0,3,1.7348,146,1
V01665,Tech Reviews,Tablet,Evening,IN,Fri,0.5464,0.356,0.139,19,0,1,15,0,1,1,0,2,0.562,63,1
V01666,Gaming,Mobile,Evening,PH,Wed,0.0835,0.382,0.25,2,1,1,8,1,0,1,1,4,-0.2616,53,0
V01667,Comedy,Mobile,Afternoon,AU,Sun,0.3831,0.0656,0.25,8,0,0,60,1,0,1,0,3,0.4086,150,1
V01668,Gaming,Mobile,Afternoon,IN,Thu,0.5645,0.4701,0.25,10,1,2,30,0,1,1,1,3,1.179,4,1
V01669,Tech Reviews,Desktop,Night,UK,Fri,0.4415,0.6042,0.0952,2,1,0,20,1,0,1,1,3,1.0006,27,1
V01670,Education,Mobile,Night,UK,Thu,0.2711,0.3015,0.2288,9,0,2,5,1,0,1,0,1,1.1248,178,1
V01671,Tech Reviews,Desktop,Morning,PH,Mon,0.9072,1.0,0.1184,7,2,0,8,1,0,1,1,5,0.2408,339,1
V01672,Tech Reviews,Mobile,Evening,US,Tue,0.7665,-0.3142,0.091,0,2,1,10,1,0,0,1,1,1.7827,119,0
V01673,Tech Reviews,Mobile,Afternoon,BR,Mon,0.6134,0.3419,0.25,5,1,0,5,1,0,1,1,8,-0.3555,9,1
V01674,Tech Reviews,Mobile,Morning,CA,Mon,0.5378,-0.1663,0.2371,9,4,2,20,0,0,1,1,3,1.4456,138,0
V01675,Education,TV,Afternoon,CA,Mon,0.683,0.6143,0.0962,17,0,2,5,0,0,1,0,2,0.7091,331,1
V01676,Gaming,TV,Morning,US,Mon,0.6767,-0.321,0.1431,5,1,3,8,0,0,1,1,1,-0.6522,198,1
V01677,Vlogs,Mobile,Evening,IN,Tue,0.7857,-0.2269,0.2278,12,1,0,10,1,0,1,1,2,-1.7296,250,0
V01678,Gaming,Mobile,Evening,IN,Tue,0.5519,0.0394,0.1336,11,0,1,10,1,1,1,0,9,0.2035,151,1
V01679,Music,TV,Morning,US,Sat,0.5275,0.381,0.25,1,0,1,10,0,0,1,0,2,-1.6199,324,1
V01680,Education,Mobile,Morning,US,Fri,0.9071,0.0537,0.2283,9,0,1,45,0,0,1,0,2,0.216,172,1
V01681,Comedy,TV,Night,PH,Sat,0.691,0.0575,0.2247,4,0,0,45,1,0,1,0,3,-0.9733,86,1
V01682,Music,Mobile,Afternoon,IN,Sat,0.7026,0.2113,0.1012,7,0,0,15,0,1,1,0,2,0.8013,342,1
V01683,Tech Reviews,Tablet,Evening,UK,Thu,0.6892,0.1879,0.0543,1,3,0,8,1,0,1,1,4,-1.3308,263,0
V01684,Gaming,Desktop,Afternoon,US,Wed,0.6778,0.8452,0.25,5,2,1,20,0,1,1,1,5,1.9115,161,1
V01685,Tech Reviews,Tablet,Evening,CA,Tue,0.592,0.5406,0.25,9,0,1,45,1,0,1,0,6,0.2701,357,0
V01686,Comedy,Desktop,Afternoon,CA,Thu,0.5659,0.1567,0.0155,4,0,1,60,0,0,1,0,3,-1.7235,49,0
V01687,Vlogs,Mobile,Morning,IN,Fri,0.5734,1.0,0.0875,0,5,1,15,0,1,0,1,1,0.7714,173,1
V01688,Music,Tablet,Afternoon,IN,Sun,0.3044,0.4668,0.0182,17,0,2,8,0,0,1,0,4,-1.6092,129,1
V01689,Tech Reviews,Mobile,Afternoon,UK,Sat,0.8804,-0.0882,0.1673,6,2,1,20,1,0,1,1,2,0.5857,169,1
V01690,Gaming,Mobile,Evening,IN,Sun,0.2434,0.3775,0.25,4,0,1,15,0,0,1,0,2,-0.8189,316,0
V01691,Vlogs,Desktop,Evening,US,Thu,0.7839,0.4835,0.1889,14,0,0,12,0,0,1,0,9,2.2648,129,1
V01692,Education,Desktop,Afternoon,NG,Sun,0.6527,0.0187,0.25,13,3,1,8,0,0,1,1,6,-0.0706,30,0
V01693,Gaming,Tablet,Morning,IN,Wed,0.7495,-0.12,0.1596,8,2,2,8,1,1,1,1,2,-2.1597,174,1
V01694,Education,Mobile,Evening,UK,Mon,0.2532,0.3129,0.25,6,0,1,15,0,0,1,0,4,-0.1838,355,1
V01695,Gaming,Desktop,Evening,UK,Wed,0.7867,0.1431,0.25,6,0,1,10,0,0,1,0,2,-0.9945,60,0
V01696,Gaming,Desktop,Night,AU,Wed,0.5166,0.8421,0.0642,15,0,0,12,0,0,1,0,3,1.4539,237,1
V01697,Gaming,Mobile,Evening,US,Tue,0.6506,0.5616,0.0817,4,0,1,20,1,0,1,0,2,0.3163,179,1
V01698,Comedy,Mobile,Evening,US,Tue,0.3985,0.0365,0.25,7,3,0,60,1,0,1,1,2,-0.4277,327,1
V01699,Vlogs,Mobile,Evening,CA,Sun,0.4601,0.4419,0.107,8,1,0,5,1,0,1,1,3,0.4182,97,1
V01700,Comedy,Mobile,Night,UK,Wed,0.6352,0.7615,0.1937,16,2,0,20,1,0,1,1,5,0.8628,119,1
V01701,Vlogs,Tablet,Night,AU,Mon,0.7682,-0.2496,0.119,4,1,1,8,1,0,1,1,4,0.7897,170,1
V01702,Education,Desktop,Afternoon,US,Mon,0.5056,-0.1087,0.066,13,0,1,45,0,0,1,0,3,-2.2375,270,0
V01703,Vlogs,Desktop,Afternoon,AU,Tue,0.435,0.2758,0.134,7,4,0,20,1,0,1,1,5,1.3645,127,1
V01704,Vlogs,Tablet,Afternoon,US,Sat,0.8996,0.2935,0.25,6,1,0,12,0,0,1,1,2,-1.8258,68,1
V01705,Gaming,Mobile,Evening,US,Mon,0.4769,0.2602,0.2357,2,1,2,12,0,0,1,1,2,1.0889,268,0
V01706,Music,TV,Evening,PH,Wed,0.6291,0.1619,0.1167,12,1,0,15,0,0,1,1,3,-0.5996,143,1
V01707,Gaming,Mobile,Evening,IN,Wed,0.632,0.1561,0.124,8,0,1,15,1,0,1,0,3,-0.3415,118,1
V01708,Music,TV,Morning,UK,Fri,0.8702,0.426,0.25,5,0,0,60,1,0,1,0,5,-0.286,37,1
V01709,Music,Mobile,Evening,US,Fri,0.905,0.7109,0.1982,5,2,1,60,0,0,1,1,1,0.1002,130,1
V01710,Gaming,Tablet,Night,IN,Wed,0.9099,0.0972,0.25,10,0,0,5,1,1,1,0,5,1.2634,320,1
V01711,Gaming,Mobile,Afternoon,IN,Wed,0.7306,1.0,0.0054,2,1,2,20,0,0,1,1,4,1.299,359,1
V01712,Tech Reviews,Mobile,Evening,BR,Tue,0.6245,1.0,0.1097,13,1,0,20,1,0,1,1,2,0.1895,302,1
V01713,Vlogs,Desktop,Evening,BR,Sun,0.7734,0.7851,0.1489,1,0,2,20,1,1,1,0,2,0.8337,197,1
V01714,Gaming,Mobile,Night,IN,Thu,0.7426,0.5165,0.25,11,0,1,30,1,0,1,0,2,-0.2278,294,1
V01715,Comedy,Desktop,Night,UK,Fri,0.5268,1.0,0.25,6,1,3,15,1,0,1,1,2,-0.3512,306,1
V01716,Gaming,Mobile,Evening,IN,Mon,0.8467,0.1698,0.009,15,0,0,10,1,0,1,0,8,0.8645,49,1
V01717,Music,Desktop,Evening,CA,Sat,0.7033,-0.0364,0.1007,3,4,0,15,0,0,1,1,1,1.0399,218,1
V01718,Comedy,Mobile,Night,US,Sun,0.2638,0.0801,0.25,2,0,1,10,1,0,1,0,2,-0.5911,140,1
V01719,Education,Mobile,Evening,UK,Wed,0.5108,-0.1011,0.1392,3,0,1,10,0,1,1,0,3,1.6298,157,0
V01720,Gaming,Mobile,Afternoon,US,Sun,0.6705,0.3263,0.0838,2,0,1,15,0,1,1,0,1,1.3221,85,1
V01721,Gaming,Mobile,Night,US,Thu,0.8151,0.3939,0.25,0,0,1,10,0,0,0,0,3,-1.7672,179,1
V01722,Education,Mobile,Afternoon,US,Thu,0.7496,0.3563,0.1519,4,0,3,15,1,1,1,0,2,-0.844,251,1
V01723,Gaming,Mobile,Afternoon,IN,Fri,0.8662,0.2753,0.25,6,2,1,30,0,0,1,1,2,-0.6351,28,1
V01724,Music,Mobile,Night,AU,Sun,0.5274,0.3306,0.25,3,2,0,60,1,1,1,1,1,-0.3661,345,1
V01725,Gaming,Mobile,Evening,IN,Tue,0.6187,0.9398,0.1052,19,0,1,8,0,0,1,0,4,-1.0873,71,1
V01726,Vlogs,Desktop,Evening,UK,Wed,0.7769,0.5156,0.122,5,0,0,12,0,0,1,0,5,-0.1577,214,0
V01727,Comedy,TV,Afternoon,US,Wed,0.6599,0.6306,0.25,8,2,0,20,1,0,1,1,3,0.2092,125,0
V01728,Tech Reviews,Mobile,Afternoon,IN,Sun,0.5504,0.3525,0.25,4,4,1,15,0,0,1,1,4,1.7272,65,1
V01729,Music,Desktop,Afternoon,US,Thu,0.372,-0.3339,0.25,8,4,1,5,1,0,1,1,4,1.076,228,0
V01730,Education,Desktop,Afternoon,IN,Tue,0.3315,-0.4093,0.25,17,0,0,10,0,0,1,0,4,2.3734,145,0
V01731,Music,Mobile,Evening,BR,Thu,0.6061,1.0,0.25,4,2,0,20,0,0,1,1,2,-1.2966,317,1
V01732,Vlogs,Desktop,Afternoon,US,Sat,0.7274,0.0779,0.2462,10,0,0,12,1,0,1,0,3,0.1303,188,1
V01733,Vlogs,Mobile,Evening,US,Sun,0.5735,0.0456,0.25,7,2,0,15,0,0,1,1,1,-0.1422,18,1
V01734,Gaming,Mobile,Afternoon,IN,Mon,0.9553,0.3734,0.25,13,7,0,15,1,1,1,1,5,-0.1259,51,1
V01735,Tech Reviews,Mobile,Night,BR,Mon,0.3023,0.4892,0.2135,9,0,0,45,0,0,1,0,4,-0.5752,301,1
V01736,Vlogs,Desktop,Afternoon,AU,Wed,0.613,0.5372,0.25,20,0,0,30,1,1,1,0,5,-0.4445,204,1
V01737,Gaming,Desktop,Morning,PH,Fri,0.3938,0.9543,0.0236,2,2,0,10,0,0,1,1,2,-0.3976,220,1
V01738,Education,Mobile,Morning,UK,Thu,0.3455,0.8503,0.2373,9,3,2,12,0,0,1,1,4,0.733,321,1
V01739,Vlogs,Mobile,Evening,BR,Wed,0.9371,-0.0282,0.25,12,3,0,12,1,1,1,1,3,0.3287,7,1
V01740,Tech Reviews,Tablet,Evening,US,Mon,0.8919,0.6481,0.25,15,0,0,10,0,0,1,0,5,-0.6765,137,1
V01741,Music,Mobile,Evening,US,Thu,0.6375,0.134,0.25,1,4,0,15,1,1,1,1,4,0.9393,87,1
V01742,Tech Reviews,Mobile,Evening,PH,Wed,0.8095,0.2277,0.25,10,0,1,10,0,0,1,0,6,-1.5536,147,1
V01743,Gaming,TV,Morning,NG,Fri,0.4155,-0.1357,0.25,5,0,0,8,0,1,1,0,2,0.8129,82,0
V01744,Vlogs,Desktop,Evening,US,Wed,0.3734,-0.3634,0.25,2,1,2,5,0,0,1,1,1,0.4971,274,0
V01745,Vlogs,Desktop,Evening,US,Mon,0.1899,0.268,0.25,6,0,0,10,1,0,1,0,2,-1.0102,314,1
V01746,Gaming,Desktop,Morning,US,Tue,0.7396,-0.0833,0.25,13,2,2,12,0,0,1,1,2,0.2187,18,1
V01747,Education,TV,Morning,US,Sun,0.8582,0.6326,0.25,0,0,0,5,0,1,0,0,7,-1.0566,2,1
V01748,Tech Reviews,Mobile,Morning,US,Sat,0.5108,0.1732,0.25,10,2,1,15,0,1,1,1,4,0.4558,57,1
V01749,Gaming,Mobile,Morning,BR,Sat,0.2776,0.3973,0.25,13,0,1,30,0,0,1,0,1,-1.5946,320,1
V01750,Vlogs,Mobile,Evening,CA,Wed,0.7633,0.7997,0.25,10,0,1,12,0,1,1,0,4,0.4686,223,1
V01751,Gaming,Tablet,Afternoon,AU,Tue,0.7538,-0.2844,0.1201,1,0,1,30,0,0,1,0,1,-2.1019,164,1
V01752,Gaming,Desktop,Afternoon,AU,Sat,0.7273,0.0046,0.1908,9,0,2,8,0,1,1,0,6,0.4701,221,1
V01753,Education,Mobile,Afternoon,IN,Tue,0.4877,0.3487,0.1697,25,1,1,5,1,1,1,1,4,-1.2083,125,1
V01754,Comedy,TV,Night,AU,Sat,0.574,0.3988,0.0626,33,0,0,20,0,0,1,0,4,0.2009,166,1
V01755,Tech Reviews,Mobile,Night,IN,Sat,0.9464,0.6993,0.25,2,0,0,45,0,0,1,0,3,0.9757,292,1
V01756,Comedy,Mobile,Afternoon,UK,Sun,0.5111,0.6095,0.2257,3,3,0,10,1,1,1,1,2,-1.1921,108,1
V01757,Vlogs,Mobile,Afternoon,IN,Wed,0.8836,0.3168,0.2205,7,2,0,15,0,1,1,1,6,-2.6131,201,1
V01758,Gaming,Mobile,Afternoon,IN,Mon,0.6383,0.3953,0.1205,6,0,0,15,0,0,1,0,5,-1.4271,281,0
V01759,Vlogs,TV,Evening,AU,Tue,0.6706,0.4058,0.25,5,5,0,15,1,0,1,1,4,-0.5154,335,1
V01760,Vlogs,Mobile,Morning,BR,Tue,0.693,-0.2785,0.25,10,0,1,15,1,1,1,0,3,-1.2218,128,1
V01761,Tech Reviews,TV,Evening,UK,Wed,0.9309,0.2206,0.1381,15,2,1,10,1,0,1,1,3,-1.8719,140,1
V01762,Gaming,Desktop,Evening,AU,Mon,0.6656,0.3744,0.25,9,2,2,5,0,0,1,1,6,-1.1145,52,1
V01763,Vlogs,Mobile,Night,US,Sat,0.3708,0.4542,0.0607,2,0,1,3,0,0,1,0,2,1.159,60,1
V01764,Gaming,Tablet,Afternoon,AU,Thu,0.1829,-0.0713,0.0329,6,2,1,8,1,0,1,1,2,1.4506,276,0
V01765,Education,Mobile,Night,UK,Sat,0.8163,-0.2021,0.25,11,0,0,5,1,0,1,0,2,-1.4541,19,1
V01766,Music,Mobile,Night,US,Thu,0.4617,0.1909,0.1857,22,2,0,3,1,0,1,1,5,0.5057,253,1
V01767,Vlogs,Mobile,Morning,UK,Fri,0.7703,1.0,0.1404,7,0,1,5,0,0,1,0,5,0.4285,147,0
V01768,Education,TV,Afternoon,IN,Wed,0.4243,-0.0313,0.25,7,0,2,5,1,0,1,0,8,-0.9767,191,1
V01769,Education,Mobile,Afternoon,US,Tue,0.437,0.7261,0.0576,11,1,1,15,0,0,1,1,2,2.2859,128,1
V01770,Vlogs,Mobile,Afternoon,NG,Mon,0.727,0.8822,0.25,6,2,0,5,1,0,1,1,5,-0.1688,108,1
V01771,Tech Reviews,Mobile,Afternoon,US,Tue,0.831,0.2973,0.2005,3,2,2,60,0,0,1,1,1,0.058,249,1
V01772,Tech Reviews,Mobile,Evening,NG,Thu,0.5421,0.0217,0.0491,11,0,1,12,0,0,1,0,1,-1.8176,218,1
V01773,Comedy,Desktop,Evening,CA,Mon,0.8022,0.4749,0.0642,7,1,0,30,1,0,1,1,4,0.5752,318,1
V01774,Tech Reviews,Mobile,Night,UK,Mon,0.4009,0.3541,0.25,3,2,1,12,0,0,1,1,2,-1.8515,32,1
V01775,Education,Mobile,Morning,UK,Sun,0.3179,-0.0465,0.25,3,0,1,8,1,1,1,0,1,0.1676,77,1
V01776,Music,Mobile,Night,CA,Sat,0.7451,0.0297,0.25,9,0,1,30,0,0,1,0,4,-0.5604,346,1
V01777,Vlogs,Mobile,Afternoon,IN,Wed,0.5421,0.4524,0.1461,11,3,1,8,0,0,1,1,2,-0.6946,40,1
V01778,Education,Tablet,Night,CA,Sun,0.5974,0.6347,0.1241,16,1,1,5,0,0,1,1,7,-0.7093,308,1
V01779,Tech Reviews,Mobile,Afternoon,UK,Wed,0.6745,0.1573,0.25,22,2,0,8,0,0,1,1,4,1.3831,151,1
V01780,Gaming,Tablet,Morning,IN,Fri,0.473,0.2537,0.0603,14,1,1,15,1,0,1,1,3,0.9351,330,1
V01781,Comedy,Mobile,Night,BR,Sat,0.4088,0.5341,0.25,27,2,1,12,0,1,1,1,2,0.8359,310,1
V01782,Vlogs,Mobile,Afternoon,US,Wed,0.7899,0.2145,0.2143,3,0,0,8,0,1,1,0,6,-0.0667,222,0
V01783,Music,TV,Evening,UK,Tue,0.748,0.1663,0.0531,0,0,1,15,1,0,0,0,2,-0.9375,75,1
V01784,Music,Mobile,Evening,US,Sat,0.7033,-0.007,0.0177,6,3,0,45,0,0,1,1,2,-0.5938,308,0
V01785,Tech Reviews,Desktop,Evening,AU,Mon,0.9423,-0.0136,0.25,9,5,0,20,0,1,1,1,1,-0.6875,212,1
V01786,Music,Tablet,Evening,AU,Sun,0.4992,1.0,0.1346,8,4,0,5,1,0,1,1,4,0.3262,353,1
V01787,Music,Mobile,Evening,US,Tue,0.8138,0.2054,0.1753,8,1,1,10,0,0,1,1,5,0.3158,165,1
V01788,Gaming,Mobile,Morning,US,Fri,0.8017,0.7987,0.1448,3,6,0,15,1,0,1,1,2,0.0123,36,1
V01789,Vlogs,Desktop,Evening,US,Mon,0.6369,0.9199,0.176,6,1,3,8,0,1,1,1,5,0.9414,2,1
V01790,Gaming,Mobile,Night,UK,Fri,0.8715,0.2102,0.25,13,0,0,15,1,0,1,0,1,-0.2732,261,1
V01791,Music,Mobile,Morning,UK,Mon,0.4941,0.42,0.25,7,0,2,15,1,0,1,0,2,0.4762,300,1
V01792,Vlogs,Mobile,Morning,BR,Wed,0.5837,0.3189,0.2085,1,0,1,5,1,1,1,0,3,-1.2604,342,1
V01793,Music,Mobile,Evening,IN,Wed,0.8488,-0.3326,0.1156,5,0,1,15,0,0,1,0,4,1.9378,38,0
V01794,Gaming,Desktop,Evening,US,Sat,0.4008,-0.3097,0.2484,2,0,1,30,1,0,1,0,3,0.9751,199,0
V01795,Gaming,Mobile,Evening,PH,Thu,0.6281,0.2986,0.25,6,1,3,15,1,1,1,1,1,-0.7879,227,1
V01796,Music,Mobile,Morning,IN,Sat,0.5607,0.1185,0.189,0,0,1,30,0,0,0,0,2,0.8929,338,1
V01797,Gaming,Desktop,Evening,IN,Thu,0.7439,0.9988,0.0595,10,0,0,15,0,0,1,0,2,0.8447,89,1
V01798,Gaming,Mobile,Morning,US,Thu,0.3514,0.1901,0.25,8,0,1,20,0,0,1,0,2,-1.6823,357,1
V01799,Gaming,Mobile,Evening,UK,Thu,0.857,1.0,0.25,18,0,0,30,1,0,1,0,2,1.0164,100,1
V01800,Comedy,Desktop,Night,NG,Wed,0.8778,0.099,0.0176,8,1,0,12,0,0,1,1,6,-1.0572,81,1
V01801,Music,Mobile,Afternoon,IN,Fri,0.3831,1.0,0.1193,16,0,0,8,1,0,1,0,3,0.6079,287,1
V01802,Education,Desktop,Evening,UK,Tue,0.562,0.4724,0.1039,14,1,0,5,0,0,1,1,4,1.7731,278,1
V01803,Education,TV,Night,IN,Thu,0.4667,0.4941,0.25,5,0,2,45,0,0,1,0,7,0.3612,335,1
V01804,Education,Mobile,Evening,NG,Fri,0.7747,0.0855,0.1322,2,5,2,15,1,0,1,1,1,3.0577,65,1
V01805,Tech Reviews,Mobile,Night,US,Thu,0.8334,0.4992,0.1062,11,1,1,15,0,1,1,1,4,0.814,134,1
V01806,Music,Mobile,Evening,IN,Thu,0.5935,0.9232,0.1106,6,1,0,15,1,1,1,1,3,-0.1109,325,1
V01807,Gaming,Mobile,Night,BR,Wed,0.9569,0.225,0.25,4,1,2,15,1,1,1,1,3,-0.1551,25,1
V01808,Gaming,TV,Morning,US,Sun,0.451,0.151,0.0267,1,1,0,15,1,0,1,1,7,0.3991,131,1
V01809,Gaming,TV,Morning,CA,Sat,0.5258,0.1862,0.25,7,0,1,12,0,0,1,0,4,-0.0426,252,1
V01810,Music,Mobile,Afternoon,IN,Fri,0.6381,0.8956,0.0767,18,0,1,30,1,0,1,0,3,-1.7087,307,0
V01811,Tech Reviews,Desktop,Evening,CA,Thu,0.611,0.605,0.228,1,2,1,8,0,0,1,1,9,-0.3766,349,1
V01812,Education,Tablet,Night,UK,Sun,0.3348,0.8301,0.0728,4,3,1,20,0,0,1,1,2,-0.8027,348,1
V01813,Gaming,Tablet,Afternoon,UK,Wed,0.4071,0.3992,0.25,5,0,1,15,0,1,1,0,6,0.815,165,1
V01814,Gaming,Mobile,Evening,CA,Mon,0.483,0.2949,0.1034,8,4,0,5,0,0,1,1,5,-0.7389,112,1
V01815,Comedy,Mobile,Evening,US,Thu,0.8026,0.4411,0.25,5,0,0,8,0,1,1,0,2,0.4255,318,1
V01816,Education,Mobile,Evening,UK,Mon,0.44,0.6867,0.1834,5,0,1,20,1,0,1,0,1,0.1225,224,1
V01817,Tech Reviews,Tablet,Afternoon,US,Tue,0.6023,0.1861,0.1178,10,0,0,8,0,0,1,0,6,-0.3066,186,1
V01818,Music,Mobile,Evening,US,Wed,0.8198,0.8001,0.1921,4,0,1,15,0,1,1,0,5,-0.6448,319,1
V01819,Education,Desktop,Afternoon,BR,Mon,0.4661,0.419,0.25,2,2,0,5,1,0,1,1,5,0.0889,27,0
V01820,Gaming,Mobile,Morning,UK,Fri,0.3789,-0.6344,0.152,3,2,1,8,0,1,1,1,2,0.0699,92,0
V01821,Gaming,Mobile,Night,BR,Fri,0.5937,0.6157,0.25,7,2,0,30,1,1,1,1,1,-0.7673,227,1
V01822,Music,Mobile,Morning,US,Sat,0.2726,-0.2035,0.1754,1,1,1,10,1,0,1,1,2,-0.2582,102,1
V01823,Tech Reviews,Tablet,Morning,IN,Wed,0.778,0.6065,0.25,8,0,2,20,0,0,1,0,1,-0.2902,299,1
V01824,Music,Mobile,Night,US,Sun,0.7477,0.6226,0.239,11,0,0,12,0,0,1,0,5,0.4844,44,1
V01825,Vlogs,Desktop,Afternoon,AU,Tue,0.5407,0.4054,0.1477,2,2,0,10,0,0,1,1,3,0.025,140,1
V01826,Gaming,Mobile,Evening,AU,Thu,0.332,0.4866,0.0924,12,0,1,15,0,0,1,0,2,0.222,107,0
V01827,Comedy,Mobile,Afternoon,US,Mon,0.7861,0.6976,0.25,6,1,0,15,0,0,1,1,2,0.0956,129,1
V01828,Tech Reviews,Mobile,Afternoon,NG,Fri,0.5885,0.0917,0.0196,2,0,0,60,0,0,1,0,2,-0.3675,136,0
V01829,Education,Mobile,Afternoon,US,Mon,0.6629,0.5815,0.1805,8,1,2,10,1,0,1,1,5,-0.5245,65,1
V01830,Comedy,Mobile,Afternoon,IN,Fri,0.9027,0.7219,0.1444,10,1,1,15,0,1,1,1,1,1.2635,23,1
V01831,Music,Mobile,Evening,BR,Fri,0.5089,0.9488,0.0616,6,0,1,15,0,0,1,0,3,-0.7943,324,1
V01832,Vlogs,Mobile,Evening,PH,Mon,0.5282,-0.1402,0.1621,5,4,0,15,1,1,1,1,3,1.6722,159,1
V01833,Music,Mobile,Evening,BR,Sat,0.5995,0.4352,0.25,7,0,0,12,0,0,1,0,2,1.6986,93,1
V01834,Tech Reviews,Tablet,Night,UK,Wed,0.4076,-0.0854,0.0773,5,0,0,20,0,0,1,0,4,-0.6629,16,0
V01835,Music,Tablet,Morning,US,Wed,0.8474,-0.1015,0.1398,8,3,0,20,0,1,1,1,6,0.5752,249,0
V01836,Gaming,Mobile,Evening,US,Sun,0.7493,0.4164,0.25,3,1,0,45,0,0,1,1,5,0.5571,201,1
V01837,Education,Desktop,Evening,IN,Sun,0.8519,0.3094,0.25,6,1,0,45,1,1,1,1,1,0.754,353,1
V01838,Comedy,TV,Night,AU,Mon,0.8199,0.7151,0.1451,5,0,1,8,0,0,1,0,3,0.4289,210,1
V01839,Education,Mobile,Morning,US,Thu,0.661,0.1485,0.1634,3,0,1,15,0,1,1,0,2,-0.9664,308,1
V01840,Education,TV,Evening,CA,Tue,0.8956,0.2291,0.1026,7,2,0,30,1,0,1,1,5,1.4634,100,1
V01841,Vlogs,Tablet,Night,UK,Sat,0.6668,0.3604,0.0283,1,1,0,45,0,0,1,1,3,1.6815,117,1
V01842,Vlogs,Mobile,Afternoon,UK,Wed,0.4719,-0.0475,0.0846,8,1,1,8,1,1,1,1,3,-0.5315,233,0
V01843,Music,Mobile,Night,CA,Sun,0.5063,0.0052,0.1227,3,0,1,45,1,0,1,0,2,-0.7405,217,1
V01844,Comedy,Tablet,Morning,IN,Fri,0.8671,0.7041,0.1401,9,3,1,8,1,0,1,1,5,-2.0263,202,1
V01845,Education,Mobile,Evening,AU,Fri,0.6049,0.0714,0.1286,6,2,0,15,1,0,1,1,3,0.4843,137,1
V01846,Gaming,Mobile,Night,US,Thu,0.8765,0.7293,0.25,5,0,2,15,1,0,1,0,3,-0.2418,200,1
V01847,Gaming,Mobile,Evening,AU,Mon,0.5562,0.5108,0.25,5,0,0,30,0,0,1,0,4,-1.1746,282,1
V01848,Tech Reviews,Mobile,Evening,US,Thu,0.7814,-0.3081,0.0875,5,1,1,20,1,1,1,1,2,0.1625,137,1
